Item,Unidad de negocio,Descripción Item,Fecha,UM,Tipo de Ítem,Grupo Inventario,Entradas Últ. 12 Meses,Salidas Últ. 12 Meses,Entradas Últ. 24 Meses,Salidas Últ. 24 Meses,"Entradas entre
12 y 24 Meses","Salidas entre
12 y 24 Meses",Entrada 12 meses y saldo,% entrada 12 meses / Saldo,Saldo,Valor STD (COP$),Valor Real (COP$),Cant. Backlog,Valor Backlog (R$),"Backlog ajustado cant.
(de acuerdo a inventario existente","Backlog ajustado valor
(de acuerdo a inventario existente",Cantidad en contratos,Inventario cubierto por contratos COP$,Total inventario no comprometido después de backlog,Total inventario no comprometido después de backlog y contratos,Agotamiento,Cant. Comprometida,Nuevo agotamiento,%,Categoría Provisión de Inventario,Valor Provisión
C15078C1-0,PR,Producto C15078C1-0,2024-09-30,un,Materia Prima,COMPONENTES,0.0,0.0,0.0,94.0,0.0,94.0,190.0,0.0,190,229140.0,229140.0,0,0.0,0.0,0.0,,0,229140.0,229140.0,999.9,0.0,999.9,0.0,C,114570.0
C16222E1-1,PR,Producto C16222E1-1,2024-09-30,PZ,Embalagens,EMBALAGEM,0.0,460.0,0.0,1119.0,0.0,659.0,4625.0,0.0,4625,20385462.1413,20385462.1413,0,0.0,0.0,0.0,,0,20385462.1413,20385462.1413,120.7,0.0,108.65217391304348,0.09945945945945944,B,6115638.64239
C16223E1-3,PR,Producto C16223E1-3,2024-09-30,PZ,Embalagens,EMBALAGEM,0.0,801.0,0.0,2700.0,0.0,1899.0,1800.0,0.0,1800,8077248.0,8077248.0,0,0.0,0.0,0.0,,0,8077248.0,8077248.0,27.0,0.0,14.96629213483146,0.44499999999999995,B,2423174.4
CAJA839CX57FDDE,PR,Producto CAJA839CX57FDDE,2024-09-30,UN,Embalagens,EMBALAGEM,0.0,1.0,0.0,193.0,0.0,192.0,708.0,0.0,708,2431272.0,2431272.0,0,0.0,0.0,0.0,,0,2431272.0,2431272.0,999.9,0.0,999.9,0.0014124293785310327,B,729381.6
CAN-208,TR,Producto CAN-208,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,14.0,30.0,100.0,100.0,86.0,70.0,,9.99,0,0.0,0.0,216,132629406.6096,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CAPR1C-097M1C000,TR,Producto CAPR1C-097M1C000,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,44.0,44.0,44.0,44.0,0.0,0.0,-44.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CCO-3746,TL,Producto CCO-3746,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,1.0,0.0,5.0,0.0,4.0,145.0,0.0,145,3955059.0007,3955059.0007,0,0.0,0.0,0.0,,0,3955059.0007,3955059.0007,999.9,0.0,999.9,0.006896551724137945,B,1186517.70021
CCO-3751,TL,Producto CCO-3751,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60,1729591.98,1729591.98,0,0.0,0.0,0.0,,0,1729591.98,1729591.98,999.9,0.0,999.9,0.0,D,1729591.98
CEM-650-4815-SAV,TR,Producto CEM-650-4815-SAV,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,25.0,57.0,135.0,69.0,110.0,12.0,,0.3787878787878788,66,114202914.4001,114202914.4001,0,0.0,0.0,0.0,,0,114202914.4001,114202914.4001,13.9,0.0,1.894736842105263,0.8636363636363636,A,17130437.160015
CEM-650-4816-T,TR,Producto CEM-650-4816-T,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,3.0,4.0,27.0,4.0,24.0,,0.0,13,13982041.7707,13982041.7707,8,8604333.3974,8.0,8604333.397353847,,0,5377708.373346154,5377708.373346154,20.0,8.0,8.0,0.8461538461538461,A,806656.256001923
CEM-LSTA-M,TR,Producto CEM-LSTA-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,8000.0,8000.0,0,0.0,0.0,0.0,,0,8000.0,8000.0,999.9,0.0,999.9,0.0,Muestra,0.0
CEO I PLP 24F,TL,Producto CEO I PLP 24F,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,225.0,0.0,225.0,330.0,0.0,330,35471490.9813,35471490.9813,6,644936.1997,6.0,644936.1996599999,,0,34826554.78163999,34826554.78163999,999.9,6.0,999.9,0.018181818181818188,C,17413277.390819997
CEO I PLP 48F,TL,Producto CEO I PLP 48F,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,20.0,40.0,23.0,49.0,3.0,9.0,,6.666666666666667,3,319878.0222,319878.0222,4,426504.0296,3.0,319878.0222,,0,0.0,0.0,0.0,3.0,0.0,14.666666666666666,Regular,0.0
CEO-00004-M,TL,Producto CEO-00004-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,712918.0,712918.0,0,0.0,0.0,0.0,,0,712918.0,712918.0,999.9,0.0,999.9,0.0,Muestra,0.0
CEO-00007-M,TL,Producto CEO-00007-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2171995.0,2171995.0,0,0.0,0.0,0.0,,0,2171995.0,2171995.0,999.9,0.0,999.9,0.0,Muestra,0.0
CGI-02,TR,Producto CGI-02,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,156.0,314.0,712.0,712.0,556.0,398.0,,9.99,0,0.0,0.0,612,171399075.8328,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CIERRE CEO I-II,TL,Producto CIERRE CEO I-II,2024-09-30,PZ,Materia Prima,COMPONENTES,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,199,1243453.287,1243453.287,0,0.0,0.0,0.0,,0,1243453.287,1243453.287,999.9,1.0,999.9,0.0,D,1243453.287
CIERRE CTO-P,TL,Producto CIERRE CTO-P,2024-09-30,PZ,Materia Prima,COMPONENTES,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,96,1191382.3814,1191382.3814,0,0.0,0.0,0.0,,0,1191382.3814,1191382.3814,999.9,2.0,999.9,0.0,D,1191382.3814
"CINTA 1/2""",TL,"Producto CINTA 1/2""",2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,4.0,2.0,4.0,2.0,0.0,0.0,-2.0,2.0,2,60667.2667,60667.2667,300,9100089.999,2.0,60667.2667,,0,0.0,0.0,0.0,2.0,0.0,151.0,Regular,0.0
"CINTA 3/4""",TL,"Producto CINTA 3/4""",2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,4.0,1.0,4.0,1.0,0.0,0.0,-1.0,1.3333333333333333,3,117869.505,117869.505,200,7857967.0,3.0,117869.505,,0,0.0,0.0,0.0,3.0,0.0,67.0,Regular,0.0
"CINTA 5/8""",TL,"Producto CINTA 5/8""",2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,1721.0,3675.0,2952.84,3675.0,1231.8400000000001,,0.0,1153,55329615.8869,55329615.8869,1073,51490613.9173,1073.0,51490613.91729723,,0,3839001.969602771,3839001.969602771,0.0,1153.0,0.0,2.4232437120555073,Regular,0.0
CJAF-120,TR,Producto CJAF-120,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,30.0,68.0,77.0,68.0,47.0,0.0,,3.3333333333333335,9,2500821.49,2500821.49,0,0.0,0.0,0.0,,0,2500821.49,2500821.49,1.6,0.0,0.0,7.555555555555555,Regular,0.0
CJAF-203,TR,Producto CJAF-203,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,150.0,50.0,150.0,50.0,,0.0,100,81963099.25,81963099.25,0,0.0,0.0,0.0,,0,81963099.25,81963099.25,999.9,0.0,999.9,0.0,C,40981549.625
CJAF-277,TR,Producto CJAF-277,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,180.0,180.0,180.0,180.0,0.0,0.0,-180.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJAF-53,TR,Producto CJAF-53,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5,1523008.61,1523008.61,0,0.0,0.0,0.0,,0,1523008.61,1523008.61,0.0,0.0,999.9,0.0,Regular,0.0
CJAFI-447,TR,Producto CJAFI-447,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1073665.01,1073665.01,2,1073665.01,2.0,1073665.01,,0,0.0,0.0,999.9,2.0,999.9,1.0,D,0.0
CJCT-1560-L-83,TL,Producto CJCT-1560-L-83,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,110.0,110.0,110.0,110.0,0.0,0.0,-110.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1560-LC2,TL,Producto CJCT-1560-LC2,2024-09-30,UN,Acabados,PRODUCTOS TERMINADOS,55.0,55.0,55.0,55.0,0.0,0.0,-55.0,9.99,0,0.0,0.0,8842,62689894.0618,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1701-L-SP83,TL,Producto CJCT-1701-L-SP83,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,1736.0,1736.0,1736.0,1736.0,0.0,0.0,-1736.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1701-LC2,TL,Producto CJCT-1701-LC2,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,334.0,334.0,334.0,334.0,0.0,0.0,-334.0,9.99,0,0.0,0.0,335,4157275.2381,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1703-L-SP73,TL,Producto CJCT-1703-L-SP73,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,900,6067250.478,6067250.478,0,0.0,0.0,0.0,,0,6067250.478,6067250.478,999.9,0.0,999.9,0.0,D,6067250.478
CJCT-1703-L-SP83,TL,Producto CJCT-1703-L-SP83,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,947.0,947.0,947.0,947.0,0.0,0.0,-947.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1704-LC2,TL,Producto CJCT-1704-LC2,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,1146.0,1146.0,1146.0,1146.0,0.0,0.0,-1146.0,9.99,0,0.0,0.0,384,3182992.2125,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1704-LC3,TL,Producto CJCT-1704-LC3,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,300.0,300.0,300.0,300.0,0.0,0.0,-300.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1705-L-SP83,TL,Producto CJCT-1705-L-SP83,2024-09-30,UN,Acabados,PRODUCTOS TERMINADOS,315.0,315.0,315.0,315.0,0.0,0.0,-315.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT-1707-LC2,TR,Producto CJCT-1707-LC2,2024-09-30,UN,Acabados,PRODUCTOS TERMINADOS,455.0,455.0,455.0,455.0,0.0,0.0,-455.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT1-1704-L-CSP,TL,Producto CJCT1-1704-L-CSP,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,150.0,150.0,450.0,450.0,300.0,300.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT102-095110,TL,Producto CJCT102-095110,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,200.0,200.0,200.0,200.0,0.0,0.0,-200.0,9.99,0,0.0,0.0,700,7096256.02,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJCT102-110130,TL,Producto CJCT102-110130,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,250.0,250.0,250.0,250.0,0.0,0.0,-250.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJFDS-1006,TL,Producto CJFDS-1006,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,134,3549235.6702,3549235.6702,40,1059473.3344,40.0,1059473.3343880598,,0,2489762.33581194,2489762.33581194,999.9,40.0,999.9,0.29850746268656714,D,2489762.33581194
CJFDS-6300,TL,Producto CJFDS-6300,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,17928.0,21073.0,29640.0,35848.0,11712.0,14775.0,,9.99,0,0.0,0.0,9189,264471200.5737,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJFI-01,TR,Producto CJFI-01,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,70.0,140.0,159.0,155.0,89.0,15.0,,17.5,4,394762.62,394762.62,12,1184287.86,4.0,394762.62,,0,0.0,0.0,0.0,4.0,0.0,38.0,Regular,0.0
CJFI-02,TR,Producto CJFI-02,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,35.0,33.0,35.0,33.0,,0.0,4,453997.1686,453997.1686,0,0.0,0.0,0.0,,0,453997.1686,453997.1686,999.9,0.0,999.9,0.0,C,226998.5843
CJFI-04,TR,Producto CJFI-04,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,61.0,59.0,61.0,59.0,,0.0,2,306110.1036,306110.1036,7,1071385.3626,2.0,306110.1036,,0,0.0,0.0,999.9,2.0,999.9,3.5,C,0.0
CJFI-06,TR,Producto CJFI-06,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,82.0,80.0,82.0,80.0,,0.0,2,403861.7237,403861.7237,0,0.0,0.0,0.0,,0,403861.7237,403861.7237,999.9,0.0,999.9,0.0,C,201930.86185
CJFI-07,TR,Producto CJFI-07,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,77.0,154.0,162.0,158.0,85.0,4.0,,19.25,4,911054.88,911054.88,0,0.0,0.0,0.0,,0,911054.88,911054.88,0.3,0.0,0.0,38.5,Regular,0.0
CJOPDE102-095110,TL,Producto CJOPDE102-095110,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,28600.0,28600.0,30484.0,30484.0,1884.0,1884.0,,9.99,0,0.0,0.0,12300,168449673.174,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJOPDE102-110130,TL,Producto CJOPDE102-110130,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,850.0,850.0,850.0,850.0,0.0,0.0,-850.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJOPDE102-150170,TL,Producto CJOPDE102-150170,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,750.0,750.0,750.0,750.0,0.0,0.0,-750.0,9.99,0,0.0,0.0,150,2211945.4005,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJOPDE120-084093,TL,Producto CJOPDE120-084093,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,188.0,188.0,188.0,188.0,0.0,0.0,-188.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJSF-03,TR,Producto CJSF-03,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,26.0,52.0,26.0,52.0,0.0,0.0,-8.0,1.4444444444444444,18,4367100.37,4367100.37,0,0.0,0.0,0.0,,0,4367100.37,4367100.37,4.2,0.0,0.0,2.888888888888889,Regular,0.0
CJSF-1002-M,TL,Producto CJSF-1002-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,513251.0,513251.0,0,0.0,0.0,0.0,,0,513251.0,513251.0,999.9,0.0,999.9,0.0,Muestra,0.0
CJSF-1003-M,TL,Producto CJSF-1003-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,884555.0,884555.0,0,0.0,0.0,0.0,,0,884555.0,884555.0,999.9,0.0,999.9,0.0,Muestra,0.0
CJSF-1005-M,TL,Producto CJSF-1005-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,429583.0,429583.0,0,0.0,0.0,0.0,,0,429583.0,429583.0,999.9,0.0,999.9,0.0,Muestra,0.0
CJSF-101,TR,Producto CJSF-101,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,70.0,20.0,70.0,20.0,,0.0,50,17009387.62,17009387.62,0,0.0,0.0,0.0,,0,17009387.62,17009387.62,999.9,0.0,999.9,0.0,C,8504693.81
CJSF-1011-M,TL,Producto CJSF-1011-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,410874.0,410874.0,0,0.0,0.0,0.0,,0,410874.0,410874.0,999.9,0.0,999.9,0.0,Muestra,0.0
CJSF-102,TL,Producto CJSF-102,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,124.0,124.0,124.0,124.0,0.0,0.0,-124.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CJSF-1021-M,TL,Producto CJSF-1021-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,477393.0,477393.0,0,0.0,0.0,0.0,,0,477393.0,477393.0,999.9,0.0,999.9,0.0,Muestra,0.0
CJSF-250-M,TR,Producto CJSF-250-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,1117853.91,1117853.91,0,0.0,0.0,0.0,,0,1117853.91,1117853.91,999.9,0.0,999.9,0.0,Muestra,0.0
CJSFI-252,TL,Producto CJSFI-252,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,41.0,82.0,96.0,94.0,55.0,12.0,,10.25,4,3340972.81,3340972.81,18,15034377.645,4.0,3340972.81,,0,0.0,0.0,0.0,4.0,0.0,25.0,Regular,0.0
CJTO COMPL CTO-C,TL,Producto CJTO COMPL CTO-C,2024-09-30,PZ,Materia Prima,COMPONENTES,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100,464298.93,464298.93,0,0.0,0.0,0.0,,0,464298.93,464298.93,999.9,1.0,999.9,0.0,D,464298.93
CJTORNILLO,TL,Producto CJTORNILLO,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,600.0,505.0,600.0,505.0,,0.0,95,414337.75,414337.75,0,0.0,0.0,0.0,,0,414337.75,414337.75,999.9,0.0,999.9,0.0,C,207168.875
CNAI-01,TR,Producto CNAI-01,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,1.0,2.0,39.0,35.0,38.0,33.0,,0.125,8,1507283.12,1507283.12,2,376820.78,2.0,376820.78,,0,1130462.34,1130462.34,36.0,2.0,24.0,0.5,B,339138.702
CNP-07,TR,Producto CNP-07,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,24.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,24,950262.51,950262.51,0,0.0,0.0,0.0,,0,950262.51,950262.51,0.0,0.0,999.9,0.0,Regular,0.0
CNP-12,TR,Producto CNP-12,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,24.0,0.0,149.0,0.0,125.0,162.0,0.0,162,6414271.9409,6414271.9409,0,0.0,0.0,0.0,,0,6414271.9409,6414271.9409,81.0,0.0,69.0,0.14814814814814814,B,1924281.58227
CNPI-01,TR,Producto CNPI-01,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,1.0,4.0,18.0,16.0,17.0,12.0,,0.16666666666666666,6,2511991.23,2511991.23,1,418665.205,1.0,418665.205,,0,2093326.025,2093326.025,15.0,1.0,3.0,0.8333333333333334,A,313998.90375
CNPI-12,TR,Producto CNPI-12,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,48.0,48.0,48.0,48.0,0.0,0.0,-48.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
CO-151,TR,Producto CO-151,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38,1458795.0002,1458795.0002,0,0.0,0.0,0.0,,0,1458795.0002,1458795.0002,999.9,0.0,999.9,0.0,D,1458795.0002
CONECTOR SC/APC,TL,Producto CONECTOR SC/APC,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,35.0,7.0,35.0,7.0,,0.0,15013,29908449.8614,29908449.8614,8,15937.3609,8.0,15937.360879984015,,0,29892512.500520017,29892512.500520017,999.9,8.0,999.9,0.0005328715113568361,C,14946256.250260008
CORDIE64MM11KN,TL,Producto CORDIE64MM11KN,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,200.0,0.0,200.0,0.0,0.0,0.0,0.0,1.0,200,201790.68,201790.68,0,0.0,0.0,0.0,,0,201790.68,201790.68,0.0,0.0,999.9,0.0,Regular,0.0
CORREA PLASTICA,TR,Producto CORREA PLASTICA,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,60000.0,59960.0,60000.0,59960.0,,0.0,40,5267.52,5267.52,0,0.0,0.0,0.0,,0,5267.52,5267.52,999.9,0.0,999.9,0.0,C,2633.76
COSI-01,TR,Producto COSI-01,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,184.0,370.0,375.0,375.0,191.0,5.0,,9.99,0,0.0,0.0,180,57943634.4,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
COSI-03,TR,Producto COSI-03,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,157.0,316.0,407.0,407.0,250.0,91.0,,9.99,0,0.0,0.0,69,16538853.3078,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
COYLCC-OI-24F,TL,Producto COYLCC-OI-24F,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,200.0,402.0,200.0,402.0,,0.0,298,20375255.4899,20375255.4899,0,0.0,0.0,0.0,,0,20375255.4899,20375255.4899,999.9,0.0,999.9,0.0,C,10187627.74495
CT-1554-H-C,TL,Producto CT-1554-H-C,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,160,1043944.0608,1043944.0608,0,0.0,0.0,0.0,,0,1043944.0608,1043944.0608,999.9,0.0,999.9,0.0,D,1043944.0608
CT-1556-L,TL,Producto CT-1556-L,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100,441014.43,441014.43,0,0.0,0.0,0.0,,0,441014.43,441014.43,999.9,0.0,999.9,0.0,D,441014.43
CT-1557-L-M,TL,Producto CT-1557-L-M,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,3914.0,3914.0,0,0.0,0.0,0.0,,0,3914.0,3914.0,999.9,0.0,999.9,0.0,Muestra,0.0
CT-1559-L-C,TL,Producto CT-1559-L-C,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,567,2837171.3322,2837171.3322,0,0.0,0.0,0.0,,0,2837171.3322,2837171.3322,999.9,0.0,999.9,0.0,D,2837171.3322
CT-1560-L-C,TL,Producto CT-1560-L-C,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,9035.0,1448.0,11183.0,2203.0,2148.0,755.0,,1.0061247216035634,8980,16482030.292,16482030.292,0,0.0,0.0,0.0,,0,16482030.292,16482030.292,1.1,8842.0,62.41988950276243,0.16124721603563474,Regular,0.0
CT-1562-L-C,TL,Producto CT-1562-L-C,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,5.0,0.0,5.0,0.0,0.0,472.0,0.0,472,2454585.2883,2454585.2883,0,0.0,0.0,0.0,,0,2454585.2883,2454585.2883,999.9,0.0,999.9,0.010593220338983023,B,736375.58649
CT-1568-L,TL,Producto CT-1568-L,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,6.0,0.0,6.0,90.0,0.0,90,523520.1,523520.1,0,0.0,0.0,0.0,,0,523520.1,523520.1,999.9,0.0,999.9,0.0,C,261760.05
CT-1569-L,TL,Producto CT-1569-L,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,104,2437849.7998,2437849.7998,0,0.0,0.0,0.0,,0,2437849.7998,2437849.7998,999.9,0.0,999.9,0.0,D,2437849.7998
CT-1573-L,TL,Producto CT-1573-L,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,99,456035.58,456035.58,0,0.0,0.0,0.0,,0,456035.58,456035.58,999.9,0.0,999.9,0.0,D,456035.58
CT-1578-LC,TL,Producto CT-1578-LC,2024-09-30,UN,Acabados,PRODUCTOS TERMINADOS,1284.0,0.0,1284.0,0.0,0.0,0.0,0.0,1.0,1284,4580896.7544,4580896.7544,0,0.0,0.0,0.0,,0,4580896.7544,4580896.7544,0.0,1083.0,999.9,0.0,Regular,0.0
CT-1701-L-C,TL,Producto CT-1701-L-C,2024-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,495.0,2078.0,2695.0,2276.0,2200.0,198.0,,1.0,495,3541813.808,3541813.808,0,0.0,0.0,0.0,,0,3541813.808,3541813.808,0.9,335.0,0.0,4.197979797979798,Regular,0.0
CT-1702-L-C,TL,Producto CT-1702-L-C,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,1500.0,4500.0,3612.0,4510.0,2112.0,10.0,,7.894736842105263,190,1038227.3132,1038227.3132,6,32786.1257,6.0,32786.12568,,0,1005441.1875199999,1005441.1875199999,0.5,6.0,0.0,23.71578947368421,Regular,0.0
CT-1703-L,TL,Producto CT-1703-L,2024-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,955.0,0.0,966.0,0.0,11.0,11059.0,0.0,11059,29001730.0662,29001730.0662,0,0.0,0.0,0.0,,0,29001730.0662,29001730.0662,139.0,0.0,126.96125654450262,0.08635500497332493,B,8700519.01986
